#,catalog,Name,Price
73995,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель интерфейсный SATA III/6Gb/s Lanberg (CA-SASA-14CU-0050-BK) 7pin/7pin F/F, 50см,black","22,9"
52091,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель питания CC-USB-AMP35-6 (1,8м) USB-A вилка - вилка питан.d=3.5мм","22,9"
49800,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 (microUSB male/USB A male) 0,6м. (CC-mUSB2C-AMBM-0.6M)","22,9"
35051,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 (A/microB 5pin) 0,5м (CCP-mUSB2-AMBM-0.5M)","22,9"
8682,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель питания 1*SATA HDD, 15см(CC-SATA-PS)","22,9"
15477,КОМПЬЮТЕРНАЯ ТЕХНИКА,RJ-45 розетка внешняя  TA-468 8P8C,"22,9"
15439,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Вентилятор GMB D50SM-12AS 50x50x10мм, DC, 12V","22,9"
28040,КОМПЬЮТЕРНАЯ ТЕХНИКА,Элемент питания AAA (LR03) 1.5V  Verbatim Premium Alkaline (49920) 4шт./уп,"23,1"
71451,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель интерфейсный-шлейф (CC-SATAM-DATA90) 50см, SATA3, разъёмы - 1 прямой 1 угловой","23,1"
62977,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель USB 2.0 (CCP-USB2-AMAF-0.15M) USB 2.0 A-male -> A-female, 15см, черн., позолоч.контакты 30u'","23,1"
27584,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,3м. (PP12-3M/Y) желтый","23,4"
27585,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,3м. (PP12-3M/R) красный","23,4"
43593,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,3м. (PP12-3M/B) blue","23,4"
20773,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,3м. (PP12-3M)","23,4"
15469,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,3м. (PP12-3M/G) зеленый","23,4"
15468,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,3м. (PP12-3M/BK) черн.","23,4"
51742,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Салфетки чистящие PATRON, Microfibre, 1шт 30*30см (F4-009EA)","23,9"
40642,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Паста теплопроводная TG-G1.5-01  (1.5 грамм, серая)","23,9"
44700,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Салфетки чистящие для  моб. устр-в PATRON,туба 50шт.,(F4-005) влажн.","23,9"
25340,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 (A/B)1,8м (CCP-USB2-AMBM-6G) (серый, позолоч.контакты)","23,9"
19861,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 (A/B)1,8м (CCP-USB2-AMBM-6) (черн., позолоч.контакты)","23,9"
73992,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Переходник питания Lanberg (CA-HDSA-11CU-0015) Molex 4-pin, male -> 2*SATA 15-pin, female, 15cm","24,6"
71699,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио/видео Lanberg (CA-MJRC-10CC-0020-BK) male 2*RCA 'тюльпан' <-> 3.5mm 3pin male, 2м, Black","24,6"
70857,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер (переходник) угловой LANBERG (AD-0033-BK) HDMI(M)->HDMI(F) Black, 90°","24,6"
70856,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер (переходник) угловой LANBERG (AD-0034-BK) HDMI(M)->HDMI(F) Black, 90°","24,6"
61053,КОМПЬЮТЕРНАЯ ТЕХНИКА,Наклейки на клавиатуру прозрачные рус./лат.-желтые/желтые,"24,6"
49802,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель (3.5MM PLUG)-(3.5MM SOCKET), 3м, CCA-423-3M","24,6"
29237,КОМПЬЮТЕРНАЯ ТЕХНИКА,Защитный чехол для iPAD1 10' A4-GPD-10SLV,"24,6"
24265,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель MiniUSB (0,1м), CCS-USB2-AM5P-0.3 с card reader SDHC","24,6"
21794,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB комп. скручив. (USB-BM, MiniUSB 5pin/4pin) A-USB4TO1","24,6"
79532,КОМПЬЮТЕРНАЯ ТЕХНИКА,Элемент питания 23A (MN21/A23) 12V  Verbatim Hi Voltage Alkaline (49940) 2шт/уп.,"24,8"
28039,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Элемент питания AA (LR6) 1,5V  Verbatim Premium Alkaline (49921) 4шт./уп","24,8"
77885,КОМПЬЮТЕРНАЯ ТЕХНИКА,Элемент питания everActive PRO Alkaline 9V 6LR61 (крона) 1шт. (EV6LR61PRO-10PAK),"24,8"
77364,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.6, 1м. (PP6U-1M/R) red","24,8"
77363,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.6, 1м. (PP6U-1M/G) green","24,8"
71694,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель Lanberg (CA-USBA-11CC-0018-BK) USB 2.0-A, 4-pin male <-> USB 2.0-B, 4-pin male, 1.8m, Black","25,1"
62956,КОМПЬЮТЕРНАЯ ТЕХНИКА,Кабель-брелок (переходник) USB -> mUSB + 8-pin Apple Lightning (CC-USB2-AM8PmB-01-MX) 10см,"25,1"
25804,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD FTP CAT.5E,3м. (PP22-3M)","25,1"
21753,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 (A/B)1,8м CCF-USB2-AMBM-6 (феррит.кольца, поз.конт.,чер)","25,1"
19185,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио (3.5mm Stereo Plug/3.5mm Stereo Plug), 5м, CCA-404-5M","25,1"
52088,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель USB2.0 CCP-USB22-AMAF-3 (0,9м,2*A-male/A-female,позол.конт)","26,2"
54494,КОМПЬЮТЕРНАЯ ТЕХНИКА,Адаптер (USB Type-C male) <-> (Micro USB female) (A-USB2-CMmF-01),"26,2"
54507,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 1,8м (type-A male) <-> (type-A male) (CCP-USB2-AMAM-6)","26,2"
43603,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD FTP CAT.6, 1м. (PP6-1M) grey","26,2"
40555,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 (A/B)1,8м (US2-BEB-0180.L-10)","26,2"
16984,КОМПЬЮТЕРНАЯ ТЕХНИКА,Переходник CCV-4415 (SCART -> 3хRCA+1хSVHS),"26,2"
81621,КОМПЬЮТЕРНАЯ ТЕХНИКА,Разветвитель питания Lanberg CA-HDSA-11CU-0030 (MOLEX 4-pin male -> 2*SATA 15-pin female) 0.3м,"26,4"
73993,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Переходник питания Lanberg (CA-SA6P-10CU-0020) SATA 15-pin, male <-> PCI Express 6-pin, male, 20cm","27,1"
68456,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель эл.питания 1.8м (PC-184/2-W) WHITE плоская вилка, для аудио/видео технике","27,1"
66114,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Соединитель кабеля LANBERG (AD-RJ45-RJ45-OU5) RJ-45 <-> RJ-45, UTP CAT5E, white","27,2"
64668,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер (переходник) угловой LANBERG (AD-0036-BK) HDMI(M)->HDMI(F) Black, 90°, RIGHT","27,9"
64667,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер (переходник) угловой LANBERG (AD-0035-BK) HDMI(M)->HDMI(F) Black, 90°, LEFT","27,9"
55411,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер (переходник) аудио 3.5мм 4pin F->2*3.5мм 3pin M,20см.(CCA-418)","27,9"
51392,КОМПЬЮТЕРНАЯ ТЕХНИКА,Микрофон мини MIC-203,"27,9"
48338,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель SCART (male) /  SCART (male), 3м (CCV-518-3M)","27,9"
39349,КОМПЬЮТЕРНАЯ ТЕХНИКА,"RJ-45 розетка внутренняя SVEN SE-128 1порт,шторка (White)","27,9"
39350,КОМПЬЮТЕРНАЯ ТЕХНИКА,"RJ-45 розетка внутренняя SVEN SE-128 1порт,шторка (Ivory)","27,9"
8684,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио/видео (SCART Plug)-(SVHS+AUDIO ), 5м(CCV-4444-5M)","27,9"
78327,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель (кабель) AUDIO LANBERG (CA-MJFJ-10CC-0030-BK) 3.5мм PLUG <-> 3.5мм SOCKET, 3м.","28,1"
74024,КОМПЬЮТЕРНАЯ ТЕХНИКА,"RJ-45 розетка внешняя 1-портовая LANBERG (OU5-0001-W) UTP CAT5e, IDC/LSA, white","28,1"
59607,КОМПЬЮТЕРНАЯ ТЕХНИКА,Термопаста Natec Thermal grease Husky 4g (NPT-1324),"28,1"
33435,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Вентилятор для корпуса PC GMB 80X80X25 (FANPS )2pin,1200rpm,19dBA","28,1"
21772,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио (3.5mm Stereo Plug/2 Phono Plug), 5м,CCA-458-5M","28,1"
51403,КОМПЬЮТЕРНАЯ ТЕХНИКА,Адаптер (переходник) USB3.0 C male/USB2.0 A female(A-USB3-CMAF-01),"28,6"
49803,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель (3.5MM PLUG)-(3.5MM SOCKET), 5м, CCA-423-5M",29
11284,КОМПЬЮТЕРНАЯ ТЕХНИКА,Вентилятор для корпуса PC GMB 90X90X25 (FANCASE2),29
77201,КОМПЬЮТЕРНАЯ ТЕХНИКА,Наклейки на клавиатуру рус/англ. оранжевые/белые,"29,5"
76233,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB 2.0 (CCP-mUSB2-AMBM90-6) USB 2.0 Type A  male <-> micro USB - 5pin male изогнутый на 90°, 1,8м","29,5"
74477,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Переходник (адаптер) Audio (A-63M35F-0.2M) штекер 6.35мм -> гнездо 3.5мм, 0.2m, позолоченные разъемы","29,5"
71440,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель AUDIO CCAP-3535MM-1.5M (3.5мм PLUG)-(3.5мм PLUG), 1.5M","29,5"
23867,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наклейки на клавиатуру (рус/укр) прозрачные, желтые буквы","29,5"
77870,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио/видео Lanberg (CA-MJRC-10CC-0015-BK) male 2*RCA 'тюльпан' <-> 3.5mm 3pin male, 1.5м, Black","29,7"
20769,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Крепление для HDD 3,5' в 5,25' отсек корпуса  (MF-543)","29,7"
29489,КОМПЬЮТЕРНАЯ ТЕХНИКА,Салфетки чистящие SVEN CL-U-100-zip сменный блок (100 шт.),"29,7"
82201,КОМПЬЮТЕРНАЯ ТЕХНИКА,Наклейки на клавиатуру (рус./лат.) Orange/White,30
82200,КОМПЬЮТЕРНАЯ ТЕХНИКА,Наклейки на клавиатуру (рус./лат.) Green/White,30
82199,КОМПЬЮТЕРНАЯ ТЕХНИКА,Наклейки на клавиатуру (рус./лат.) Yellow/White,30
71450,КОМПЬЮТЕРНАЯ ТЕХНИКА,Разветвитель питания (CC-SATAM2F-02) SATA -> 2 угловых SATA (дл.15см),30
62952,КОМПЬЮТЕРНАЯ ТЕХНИКА,Кабель HDMI v.1.4 0.5м CC-HDMI4L-0.5M (19M/19M),30
48343,КОМПЬЮТЕРНАЯ ТЕХНИКА,Разветвитель питания CC-SATAM2F-01 SATA->2xSATA (дл.15см),30
43088,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель USB2.0 (A/A) 2,0м (US2-VEB-0200.B) black",30
21754,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель USB2.0 , 1,8м  CCF-USB2-AMAF-6",30
13226,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель питания 2*SATA HDD, 15см(CC-SATA-PSY)",30
4946,КОМПЬЮТЕРНАЯ ТЕХНИКА,Вентилятор для корпуса PC GMB 80X80X25 (FANCASE),30
55410,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель спиральный аудио/стерео 2*3.5mm Male3pin,1.8м (CCA-405-6)",31
71718,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Соединитель кабеля LANBERG (AD-RJ45-RJ45-OU6) RJ-45 <-> RJ-45, FTP CAT6, white","31,2"
71417,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио/видео (CCA-352-1.5M) male 2*RCA 'тюльпан' <-> 3.5 mm stereo plug male 3pin, 1.5м.","31,2"
62954,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель питания (переходник) MOLEX femele -> SATA HDD, (CC-SATA-PS-M) 15см","31,2"
54497,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио/видео (male 4-pin 3.5mm <-> male 3*RCA) 2м, CCA-4P2R-2M","31,2"
32836,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Крепление для HDD 2,5' в 3,5' отсек корпуса  (MF-321)","31,2"
65947,КОМПЬЮТЕРНАЯ ТЕХНИКА,Элемент питания (6LR61) 9V  Verbatim Premium Alkaline (49924) 'крона' 1шт.,"31,4"
56367,КОМПЬЮТЕРНАЯ ТЕХНИКА,Микрофон с клипсой мини MIC-C-01,"31,4"
8062,КОМПЬЮТЕРНАЯ ТЕХНИКА,Чистящий набор CK-310 (для копиров),"31,4"
59164,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Соединитель для кабеля UTP CAT.6 (8p8c), NCA-LC6-01  (2 порта RJ45)",32
25825,КОМПЬЮТЕРНАЯ ТЕХНИКА,Вентилятор для корпуса PC GMB 80X80X25 (FANCASE-4) 4pin,32
25829,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 (A/mini 5PM) 1,8м CCF-USB2-AM5P-6",32
25831,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель эл.питания 1,8м (PC-184-VDE) плоская вилка, для аудио/видео техн.",32
73481,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио (CCAP-444-0.75M) 3.5mm Stereo Plug<->3.5mm Stereo Plug, 0.75m","32,8"
70912,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио LANBERG (AD-0023-BK) 1 x Jack 3.5mm 4pin male <-> 2 x Jack 3.5mm 3pin female, 0.2m, Black","32,8"
68765,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Вентилятор для корпуса XILENCE White Box XPF40.W (XF031) 40x40x10mm, 3p/4p MOLEX, 4500rpm, 19dBa, 6.9CFM","32,8"
19650,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD 6P4C, телефонный TC6P4C-10M (10M)","32,8"
59606,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE PAD GENESIS Printable Black (NPP-0379) 220х180x2.5mm, black","32,8"
59135,КОМПЬЮТЕРНАЯ ТЕХНИКА,Элемент питания (LR14 тип-C) 1.5V Gembird Super Alkaline (EG-BA-LR14-01) 2шт/уп.,"32,8"
55415,КОМПЬЮТЕРНАЯ ТЕХНИКА,Разъем магн. USB2.0 для устр.Apple  (CC-USB2-AMLM-8P),"32,8"
48342,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 CC-USB2-AMLM-1M (для телеф. Apple iPhone 5,6) 8pin/1м.","32,8"
45876,КОМПЬЮТЕРНАЯ ТЕХНИКА,MOUSE PAD MP-GAME-S (геймерский ковер) черный  (200 x 250 x 3mm),"32,8"
43101,КОМПЬЮТЕРНАЯ ТЕХНИКА,Переходник HDMI male to HDMI female ADA-HWL.B BRAKSTON(лев.угл 90град),"32,8"
43100,КОМПЬЮТЕРНАЯ ТЕХНИКА,Переходник HDMI male to HDMI female ADA-HWR.B BRAKSTON(пр.угл 90град),"32,8"
41115,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Элемент питания Panasonic LR20EGE/2BP (Alkaline,1.5V,тип D) 1шт.","32,8"
27888,КОМПЬЮТЕРНАЯ ТЕХНИКА,Наклейка на крышку ноутбука A4-GSL-17B  'Lux Leopard - Brown' (для 17'),"13,2"
20387,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наклейка на крышку ноутбука A4-GSA-15D 'Aloha Day'(для 15.4', 14', 13')","13,2"
14285,КОМПЬЮТЕРНАЯ ТЕХНИКА,Контроллер PCMCIA-FW2 IEEE1394 (2 порта),"32,8"
15452,КОМПЬЮТЕРНАЯ ТЕХНИКА,Зарядное устройство GEMBIRD MP3A-CAR-5P1 (5pin-miniUSB/автоприкуриват.),"32,8"
80585,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель интерфейсный-шлейф SATA III,7pin/7pin (CC-SATAM-DATA-XL) 100см",33
80578,КОМПЬЮТЕРНАЯ ТЕХНИКА,Адаптер (переходник) (A-OPTL-01) Toslink гнездо <-> угловая вилка Toslink,33
75354,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Салфетки чистящие для оргтехники PATRON,туба 100шт.,(F3-028) влажные",33
41420,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 (A male/microUSB 5pin male) 1,0м (CC-mUSB2D-1M)",33
77366,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.6, 2м. (PP6U-2M/R) red",33
74338,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Спрей Patron для автомобилей стекло/пластик/резина 500мл. F3-005 с триггером, распылителем",33
31019,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Сумка для ноутбука Intel 15,6' Neoprene",33
26686,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,5м. (PP12-5M/R) красный",33
21764,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,5м (PP12-5M/G) зеленый",33
45862,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель SCART plug to 3*RCA plugs video/audio IN/OUT,1.8м (CCV-519-001)",33
22567,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,5м. (PP12-5M/BK) черн.",33
21793,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель аудио (3.5MM PLUG)-(3.5MM SOCKET), 5,0M, CCA-421S-5M позол.",33
19898,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,5м. (PP12-5M/B Blue)",33
11215,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Чистящий набор CK-DVD-W  (для DVD-ROM, влажн. )",33
13277,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,5м. (PP12-5M/Y Yellow)",33
2159,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,5м. (PP12-5M)",33
62949,КОМПЬЮТЕРНАЯ ТЕХНИКА,Адаптер (переходник) USB Type C female <-> 8-pin Apple Lightning male (A-USB-CF8PM-01),34
29962,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Удлинитель USB2.0 3,0м CCF-USB2-AMAF-10(феррит.кольца, поз.конт.,чер.)",34
55417,КОМПЬЮТЕРНАЯ ТЕХНИКА,Разъем магн. USB2.0 mUSB (CC-USB2-AMLM-mUM),"34,3"
55418,КОМПЬЮТЕРНАЯ ТЕХНИКА,Разъем магн. USB2.0 USB-C (CC-USB2-AMLM-UCM),"34,3"
54523,КОМПЬЮТЕРНАЯ ТЕХНИКА,Кабель эл.питания с угловыми разъем.1м (PC-184L) для аудио/видео техн.,"34,3"
52108,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель IEEE-1394 FIRE WARE 6P/6P 4,5м (FWP-66-15)","34,3"
29986,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,CROSS 5м. (PP13-5M)","34,3"
64199,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB2.0 A male/microB 5pin male, 3м. (CCP-mUSB2-AMBM-10)","34,7"
83685,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE MP-PRINT-M WHITE (коврик д/опт. мыши, резиновая пена/ткань, 250х210х3мм)",35
78712,КОМПЬЮТЕРНАЯ ТЕХНИКА,Элемент питания everActive Pro Alkaline 1.5V LR6 AA 4шт/уп. (LR64BLPA),35
78710,КОМПЬЮТЕРНАЯ ТЕХНИКА,Элемент питания everActive Pro Alkaline 1.5V LR03 AAA 4шт/уп. (LR034BLPA),35
73487,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель спиральный USB2.0 (CC-mUSB2C-AMBM-6) USB 2.0 A male <-> Micro USB 5pin male, 1.8m., black",35
65791,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель аудио/видео (CCA-352-2.5M) male 2*RCA 'тюльпан' <-> 3.5 mm stereo plug male 3pin, 2.5м.",35
52118,КОМПЬЮТЕРНАЯ ТЕХНИКА,RJ-45 розетка внешняя 1-портов. (8P8C/UTP CAT5E/KRONE) NCAC-1U5E-01,35
7256,КОМПЬЮТЕРНАЯ ТЕХНИКА,Вентилятор для корпуса PC GMB 80X80X25 (FANCASE/BALL),35
59115,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Разветвитель CCA-418M (3.5MM stereo jack female 4pin) -> (2*3.5MM stereo jack male) 20cm, металлич. разъемы","35,3"
52114,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Крепление для 2*HDD/SSD 2,5' в 3,5' отсек корпуса  (MF-3221)","35,3"
59127,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Аккумулятор Gembird AAA, 850мАч, 1.2V, Ni-MH (EG-BA-AAA8R-01) 2шт/уп.",36
56316,КОМПЬЮТЕРНАЯ ТЕХНИКА,Разветвитель CCA-417M 3.5mm/4pin STEREO male->2x3.5mm STEREO fem. BLK,36
64210,КОМПЬЮТЕРНАЯ ТЕХНИКА,Шасси для размещения 2*HDD/SSD SATA 2.5' + SATA 3.5' в PCI слот (MR-PCISATA2.5-02),"36,1"
74000,КОМПЬЮТЕРНАЯ ТЕХНИКА,Удлинитель питания CPU P4 4 PIN M/F CABLE 15CM DELOCK (82428),"36,1"
40935,КОМПЬЮТЕРНАЯ ТЕХНИКА,Соединитель оптический FC-FC 1шт.,"36,1"
70028,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель SVEN USB - USB Type C (Am - Cm) ver. 2.0, 0.5м (арт. SV-015800)","36,1"
